papel;cotacao;pl;pvp;psr;dy;pa;pcg;pebit;pacl;evebit;evebitda;mrgebit;mrgliq;roic;roe;liqc;liq2m;patrliq;divbpatr;c5y
CRPG5;19.28;-23.26;1.0;0.735;0.0;0.608;1.7;-14.44;2.5;-12.35;-61.45;-0.0509;-0.0316;-0.059500000000000004;-0.0429;2.3;86141.4;560276000.0;0.01;-0.087
CRPG6;18.48;-22.29;0.96;0.704;0.0;0.582;1.63;-13.84;2.4;-11.75;-58.47;-0.0509;-0.0316;-0.059500000000000004;-0.0429;2.3;6520.45;560276000.0;0.01;-0.087
CRTP3;86.5;22.26;2.38;2.435;0.0;1.57;5.55;19.63;8.19;18.02;18.02;0.124;0.1094;0.12359999999999999;0.10679999999999999;2.14;0.0;1210570000.0;0.12;0.1011
CRTP5;62.1;15.98;1.71;1.748;0.0;1.127;3.98;14.09;5.88;12.48;12.48;0.124;0.1094;0.12359999999999999;0.10679999999999999;2.14;0.0;1210570000.0;0.12;0.1011
CRUZ3;27.59;25.31;22.46;6.614;0.0;7.185;62.03;20.74;124.93;20.75;19.27;0.3189;0.2613;0.46799999999999997;0.8876000000000001;1.19;0.0;1877350000.0;0.63;0.0304
CSAB3;30.5;58.43;1.11;312.32;0.0;0.566;0.0;18.86;0.0;0.0;0.0;16.5627;5.3453;0.0;0.0189;0.0;0.0;211654000.0;0.0;-0.1783
CSAB4;48.97;93.81;1.78;501.453;0.0;0.909;0.0;30.28;0.0;0.0;0.0;16.5627;5.3453;0.0;0.0189;0.0;0.0;211654000.0;0.0;-0.1783
CSAN3;5.18;-1.55;3.48;0.483;0.0;0.163;1.72;2.22;-0.31;8.09;5.48;0.21760000000000002;-0.2777;0.0852;-2.2396000000000003;1.8;235436000.0;5901320000.0;11.4;0.15810000000000002
CSED3;6.45;9.31;1.42;0.855;0.0753;0.492;6.87;4.13;-1.18;4.87;3.34;0.2071;0.09179999999999999;0.1482;0.1525;1.44;4407840.0;1656110000.0;0.76;0.113
CSMG3;44.31;12.47;1.96;2.064;0.051500000000000004;1.004;51.22;7.81;-2.86;10.58;7.45;0.2644;0.1655;0.1374;0.1568;1.17;107743000.0;8612450000.0;0.77;0.0981
CSNA3;9.84;-8.39;0.92;0.287;0.0;0.129;1.63;1.99;-0.26;7.27;4.49;0.1446;-0.0192;0.0861;-0.11;1.32;76379600.0;14141900000.0;3.69;-0.008100000000000001
CSPC3;1.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43;1.43;0.3862;0.1885;0.2918;0.4533;1.43;0.0;2126670000.0;1.48;0.4115
CSPC4;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43;1.43;0.3862;0.1885;0.2918;0.4533;1.43;0.0;2126670000.0;1.48;0.4115
CSRN3;13.6;3.44;1.19;0.547;0.0;0.355;9.63;2.12;-0.74;4.55;3.85;0.2584;0.159;0.18719999999999998;0.3454;1.2;0.0;1914000000.0;1.54;0.038599999999999995
CSRN5;15.1;3.82;1.32;0.607;0.0;0.394;10.7;2.35;-0.82;4.78;4.05;0.2584;0.159;0.18719999999999998;0.3454;1.2;0.0;1914000000.0;1.54;0.038599999999999995
CSRN6;15.5;3.92;1.35;0.623;0.0;0.405;10.98;2.41;-0.84;4.84;4.1;0.2584;0.159;0.18719999999999998;0.3454;1.2;0.0;1914000000.0;1.54;0.038599999999999995
CSTB3;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40850000000000003;0.2898;0.22399999999999998;0.2011;2.6;0.0;8420670000.0;0.14;0.3191
CSTB4;147.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40850000000000003;0.2898;0.22399999999999998;0.2011;2.6;0.0;8420670000.0;0.14;0.3191
CSUD3;17.94;7.96;1.47;1.24;0.1553;1.005;16.39;6.22;385.94;5.79;3.82;0.19949999999999998;0.1558;0.2052;0.18489999999999998;1.24;1694100.0;509731000.0;0.1;0.0434
CTAX3;0.94;-0.19;0.28;0.058;0.0;0.022;-0.08;-2.14;-0.03;-14.02;12.43;-0.027000000000000003;-0.2979;-0.0113;-1.4499000000000002;0.38;6530.12;89018000.0;2.62;-0.22899999999999998
CTIP3;49.5;35.13;8.76;8.248;0.0;3.774;-71.28;21.15;-14.32;21.42;18.26;0.3899;0.2348;0.2463;0.2494;0.85;0.0;1486250000.0;0.67;0.1343
CTKA3;50.0;2.81;5.75;0.412;0.0;0.428;1.35;3.54;-1.65;7.53;6.07;0.1164;0.14679999999999999;0.1593;2.0493;1.91;1408.5;53936000.0;7.77;0.1002
CTKA4;41.2;2.31;4.74;0.339;0.0;0.353;1.11;2.92;-1.36;6.91;5.56;0.1164;0.14679999999999999;0.1593;2.0493;1.91;48232.1;53936000.0;7.77;0.1002
CTNM3;7.13;-0.46;-0.58;0.344;0.0;0.073;-0.12;-0.51;-0.07;-3.4;-4.32;-0.6736;-1.3736000000000002;-0.1707;1.2634;0.24;0.0;-375916000.0;-3.54;-0.24850000000000003
CTNM4;0.86;-0.06;-0.07;0.041;0.0;0.009;-0.01;-0.06;-0.01;-2.95;-3.75;-0.6736;-1.3736000000000002;-0.1707;1.2634;0.24;0.0;-375916000.0;-3.54;-0.24850000000000003
CTPC3;0.2;76.36;1.08;0.0;0.0;0.097;0.0;-16.86;0.0;-18.75;-18.75;0.0;0.0;0.0;0.0141;0.0;0.0;2411000.0;0.0;-0.061
CTPC4;6.5;2.48;0.03;0.0;0.0;0.003;0.0;-0.55;0.0;-2.44;-2.44;0.0;0.0;0.0;0.0141;0.0;0.0;2411000.0;0.0;-0.061
CTSA3;2.69;-0.12;0.19;0.526;0.0;0.028;-0.07;-0.25;-0.04;-3.37;-3.88;-2.1243;-4.5389;-0.1297;-1.6283;0.28;346.43;99103000.0;2.41;-0.5019
CTSA4;2.19;-0.09;0.15;0.429;0.0;0.023;-0.05;-0.2;-0.03;-3.32;-3.83;-2.1243;-4.5389;-0.1297;-1.6283;0.28;1798.7;99103000.0;2.41;-0.5019
CTSA8;1.0;-0.23;0.21;0.283;0.0;0.047;-0.13;-0.41;-0.08;-3.5;-4.12;-0.6922;-1.246;-0.1322;-0.9373999999999999;0.3;0.0;130725000.0;1.66;-0.3439
CTWR3;100.0;9.76;56.77;0.317;0.0;1.141;3.79;-10.64;-142.17;-8.91;-8.91;-0.0298;0.0325;-0.2186;5.8191;1.45;0.0;879000.0;5.52;0.049400000000000006
CURY3;33.75;11.93;7.51;2.073;0.1199;1.846;6.11;8.16;-17.83;7.8;7.6;0.25420000000000004;0.19399999999999998;0.3566;0.629;2.0;99327500.0;1385220000.0;0.96;0.3271
CVCB3;2.52;-17.78;2.63;0.89;0.0;0.371;-2.76;8.32;-1.25;9.2;3.86;0.1069;-0.05;0.0592;-0.1479;0.81;28595100.0;503499000.0;0.76;0.19940000000000002
CXSE3;16.18;11.07;3.59;0.0;0.0805;3.319;58.74;-346.98;59.67;-339.16;-340.61;0.0;0.0;-0.0103;0.3248;1.75;56900900.0;13505700000.0;0.0;0.0
CYRE3;24.77;6.21;1.08;1.301;0.12890000000000001;0.453;1.09;7.7;10.7;9.95;9.22;0.16899999999999998;0.17670000000000002;0.0718;0.1745;3.51;190261000.0;10433800000.0;0.72;0.1729
CYRE4;23.41;5.87;1.02;1.23;0.0;0.429;1.03;7.28;10.11;9.52;8.83;0.16899999999999998;0.17670000000000002;0.0718;0.1745;3.51;4623540.0;10433800000.0;0.72;0.1729
CZLT33;29.23;11.24;1.39;0.526;0.0;0.145;1.87;3.1;-0.29;10.26;4.03;0.1697;0.09140000000000001;0.053099999999999994;0.12359999999999999;1.58;0.0;5691680000.0;3.93;0.0788
CZRS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0334;0.0;0.0;1145670000.0;0.0;0.1444
CZRS4;2.49;8.89;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0334;0.0;0.0;1145670000.0;0.0;0.1444
DAGB33;375.0;71.75;1.6;0.64;0.0;0.51;15.24;11.87;-1.27;19.35;30.65;0.053899999999999997;0.0167;0.0496;0.022400000000000003;1.17;0.0;12597300000.0;1.18;0.3208
DASA3;3.98;-4.86;0.64;0.397;0.0;0.237;4.1;5.43;-0.75;11.79;4.94;0.0732;-0.08109999999999999;0.052199999999999996;-0.13140000000000002;1.23;11016700.0;7821120000.0;1.07;0.0662
DAYC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17329999999999998;0.0;0.0;3009030000.0;0.0;0.0815
DAYC4;8.9;4.12;0.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17329999999999998;0.0;0.0;3009030000.0;0.0;0.0815
DESK3;17.9;28.37;1.48;1.737;0.0078000000000000005;0.556;15.41;6.22;-1.26;9.59;5.47;0.27949999999999997;0.068;0.1015;0.052199999999999996;1.26;15855300.0;1402260000.0;1.06;0.2297
DEXP3;7.89;6.21;0.93;0.44;0.1061;0.603;1.31;6.81;2.05;6.23;5.03;0.0646;0.0708;0.1209;0.15;3.48;1540800.0;1040570000.0;0.22;0.057300000000000004
DEXP4;8.3;6.54;0.98;0.463;0.0745;0.634;1.37;7.16;2.16;6.58;5.32;0.0646;0.0708;0.1209;0.15;3.48;53128.6;1040570000.0;0.22;0.057300000000000004
DFVA3;9.9;-31.38;60.69;4.327;0.0;5.365;29.1;-55.91;-31.47;-58.28;-58.28;-0.0774;-0.1379;-0.1035;-1.9342;1.33;0.0;1170000.0;2.84;0.0339
DFVA4;8.0;-25.35;49.04;3.497;0.0;4.335;23.51;-45.18;-25.43;-47.55;-47.55;-0.0774;-0.1379;-0.1035;-1.9342;1.33;0.0;1170000.0;2.84;0.0339
DHBI3;19.0;-0.83;-0.17;0.869;0.0;0.343;-0.16;-3.68;-0.13;-24.58;-59.55;-0.23579999999999998;-1.5481;-0.105;0.21030000000000001;0.12;0.0;-456340000.0;-0.99;-0.23620000000000002
DHBI4;1.01;-0.04;-0.01;0.046;0.0;0.018;-0.01;-0.2;-0.01;-21.09;-51.1;-0.23579999999999998;-1.5481;-0.105;0.21030000000000001;0.12;0.0;-456340000.0;-0.99;-0.23620000000000002
DIRR3;13.92;9.54;2.96;1.793;0.1592;0.584;1.73;7.63;-1.77;7.86;7.27;0.2351;0.2225;0.0971;0.3105;3.93;128807000.0;2445690000.0;1.09;0.2316
DJON4;0.18;-1.7;0.22;-0.956;0.0;0.166;-1.29;-1.42;-0.85;-1.98;-1.98;0.6737000000000001;0.5633;-0.1202;-0.1284;0.24;0.0;2702000.0;0.09;0.45189999999999997
DMFN3;12.5;-2.33;1.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.6531;0.0;0.0;507216000.0;0.0;0.8976000000000001
DMMO3;1.76;-258.65;-1.72;2.854;0.0;3.346;11.9;6.37;-1.37;5.9;5.42;0.4481;-0.011000000000000001;0.7039;0.0066;2.25;0.0;-553275000.0;0.0;-0.17370000000000002
DMVF3;6.88;20.9;0.38;0.134;0.0;0.18;9.17;9.92;-0.88;10.45;2.21;0.013500000000000002;0.0064;0.022799999999999997;0.0183;1.06;418730.0;909871000.0;0.04;0.23399999999999999
DOCA3;11.0;-0.4;-0.03;-3.064;0.0;0.03;-0.32;-0.26;-0.02;-6.86;-6.76;11.6592;6.3617;-0.12480000000000001;0.0824;0.61;0.0;-390317000.0;-0.82;-0.38799999999999996
DOCA4;5.0;-0.18;-0.01;-1.393;0.0;0.014;-0.15;-0.12;-0.01;-6.71;-6.62;11.6592;6.3617;-0.12480000000000001;0.0824;0.61;0.0;-390317000.0;-0.82;-0.38799999999999996
DOHL3;6.51;89.8;0.71;0.801;0.0015;0.494;1.07;-11.52;1.89;-12.81;-26.81;-0.0695;0.0089;-0.0489;0.0079;5.27;48.83;691726000.0;0.21;-0.0231
DOHL4;3.67;50.62;0.4;0.452;0.003;0.278;0.6;-6.5;1.06;-7.78;-16.29;-0.0695;0.0089;-0.0489;0.0079;5.27;9678.5;691726000.0;0.21;-0.0231
DOTZ3;4.31;-20.34;-0.23;0.304;0.0;0.257;-0.33;2.05;-0.15;4.62;2.29;0.1483;-0.0149;0.2045;0.0113;0.35;53872.0;-248748000.0;-0.46;0.1152
DPPI3;85.0;16.65;4.99;-1.453;0.0;3.753;8.7;190.72;9.75;177.18;177.18;-0.0076;-0.0504;0.03;0.29969999999999997;3.14;0.0;545227000.0;0.06;0.1514
DPPI4;38.9;7.62;2.28;-0.665;0.0;1.718;3.98;87.28;4.46;73.74;73.74;-0.0076;-0.0504;0.03;0.29969999999999997;3.14;0.0;545227000.0;0.06;0.1514
DSUL3;7.95;5.65;0.97;0.879;0.0;0.721;1.93;2.37;2.7;1.27;1.27;0.3713;0.1602;0.4891;0.1725;3.5;0.0;236447000.0;0.01;0.3669
DTCY3;2.95;-200.22;26.55;3.97;0.0;4.493;10.29;-130.82;32.48;-116.4;48.29;-0.030299999999999997;-0.019799999999999998;-0.0706;-0.1326;1.82;169.25;1237000.0;0.0;-0.0886
DUQE3;28.0;-1.58;-11.29;12.103;0.0;0.428;-0.74;-1.65;-0.57;-2.7;-2.98;-7.329199999999999;-7.676;-0.2821;7.1574;0.33;0.0;-6987000.0;-7.19;-0.42700000000000005
DUQE4;2.95;-0.17;-1.19;1.275;0.0;0.045;-0.08;-0.17;-0.06;-1.23;-1.35;-7.329199999999999;-7.676;-0.2821;7.1574;0.33;0.0;-6987000.0;-7.19;-0.42700000000000005
DURA3;31.9;16.62;2.26;2.218;0.0;1.244;17.52;10.29;-10.66;11.64;11.64;0.21559999999999999;0.13390000000000002;0.1438;0.1359;1.27;0.0;1789980000.0;0.52;0.1094
DURA4;31.39;16.35;2.22;2.182;0.0;1.224;17.24;10.12;-10.49;11.47;11.47;0.21559999999999999;0.13390000000000002;0.1438;0.1359;1.27;0.0;1789980000.0;0.52;0.1094
DXCO3;5.29;43.74;0.72;0.592;0.0013;0.27;3.7;12.08;-0.85;24.74;6.04;0.049;0.0163;0.026099999999999998;0.0165;1.33;11931000.0;6744050000.0;0.98;0.0025
DXTG4;3.68;13.02;1.32;0.675;0.0;0.689;2.44;6.26;7.48;6.33;6.33;0.10779999999999999;0.066;0.1231;0.10099999999999999;2.77;0.0;768999000.0;0.04;0.083
EALT3;14.5;3.08;0.92;0.563;0.0562;0.517;5.56;6.19;-12.07;7.76;5.38;0.0909;0.18280000000000002;0.0908;0.29710000000000003;1.31;11768.6;356365000.0;0.29;0.1278
EALT4;14.0;2.98;0.88;0.544;0.0641;0.499;5.37;5.98;-11.65;7.55;5.23;0.0909;0.18280000000000002;0.0908;0.29710000000000003;1.31;188177.0;356365000.0;0.29;0.1278
EBCO3;1.05;12.03;0.84;0.346;0.0;0.368;52.72;8.94;-15.02;8.68;8.68;0.0388;0.028999999999999998;0.0504;0.07;1.01;0.0;828097000.0;0.02;0.060899999999999996
EBCO4;1.0;11.46;0.8;0.33;0.0;0.351;50.21;8.51;-14.31;8.26;8.26;0.0388;0.028999999999999998;0.0504;0.07;1.01;0.0;828097000.0;0.02;0.060899999999999996
EBEN4;17.51;1.06;0.48;0.106;0.0;0.083;-0.57;0.52;-0.14;3.62;2.99;0.20600000000000002;0.1005;0.17600000000000002;0.4587;0.63;0.0;1412660000.0;2.96;0.0141
EBTP3;10.21;-43.56;1.17;0.548;0.0;0.353;-502.47;6.42;-0.73;8.46;2.85;0.08529999999999999;-0.0103;0.0603;-0.0268;0.99;0.0;10782200000.0;0.39;0.221
EBTP4;10.0;-42.66;1.14;0.537;0.0;0.346;-492.13;6.29;-0.71;8.33;2.81;0.08529999999999999;-0.0103;0.0603;-0.0268;0.99;0.0;10782200000.0;0.39;0.221
ECIS3;211.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.53;1.53;0.349;0.1418;0.12480000000000001;0.0733;1.38;0.0;129346000.0;0.38;0.0466
ECIS4;145.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.53;1.53;0.349;0.1418;0.12480000000000001;0.0733;1.38;0.0;129346000.0;0.38;0.0466
ECOR3;10.98;8.29;1.82;0.699;0.0281;0.218;4.33;1.94;-0.3;7.19;5.43;0.36060000000000003;0.08289999999999999;0.12890000000000001;0.2193;1.51;51479400.0;4207980000.0;5.9;0.27
ECPR3;90.25;-9.87;1.21;0.0;0.0;0.621;174.62;-82.52;-1.29;-82.15;-82.27;0.0;0.0;-0.0075;-0.12279999999999999;2.97;0.0;141476000.0;0.0;0.0
ECPR4;90.74;-9.92;1.22;0.0;0.0;0.624;175.57;-82.97;-1.29;-82.6;-82.72;0.0;0.0;-0.0075;-0.12279999999999999;2.97;0.0;141476000.0;0.0;0.0
EEEL3;421.01;7.76;1.35;1.769;0.0;0.47;11.27;3.81;-0.99;7.14;7.08;0.4639;0.2284;0.1301;0.1746;1.31;0.0;2981060000.0;1.29;0.1567
EEEL4;410.0;7.56;1.32;1.723;0.0;0.458;10.98;3.71;-0.96;7.04;6.98;0.4639;0.2284;0.1301;0.1746;1.31;0.0;2981060000.0;1.29;0.1567
EGIE3;30.95;11.65;2.87;2.781;0.0426;0.625;57.33;6.27;-1.01;10.59;8.61;0.4432;0.2534;0.1105;0.2466;1.08;54722100.0;12304200000.0;2.35;-0.0206
EKTR3;49.2;10.24;4.72;0.976;0.0935;0.733;38.28;4.18;-1.31;7.31;6.15;0.2334;0.0953;0.2005;0.4611;1.07;1030.1;2019000000.0;3.92;0.0436
EKTR4;39.99;8.32;3.84;0.793;0.1265;0.596;31.12;3.4;-1.06;6.52;5.49;0.2334;0.0953;0.2005;0.4611;1.07;23319.8;2019000000.0;3.92;0.0436
ELCA3;24.7;44.8;15.25;3.262;0.0;1.935;27.01;16.67;-3.51;20.61;16.45;0.1957;0.0983;0.13699999999999998;0.3403;1.38;0.0;4160960000.0;4.38;0.0683
ELCA4;20.2;36.64;12.47;2.667;0.0;1.583;22.09;13.63;-2.87;17.58;14.02;0.1957;0.0983;0.13699999999999998;0.3403;1.38;0.0;4160960000.0;4.38;0.0683
ELEK3;19.11;24.46;2.66;0.619;0.0034000000000000002;1.067;3.75;52.11;-110.34;65.77;26.15;0.011899999999999999;0.0253;0.0252;0.10869999999999999;1.94;0.0;226327000.0;0.99;0.056900000000000006
ELEK4;26.0;33.27;3.62;0.842;0.0025;1.452;5.1;70.89;-150.12;84.56;33.61;0.011899999999999999;0.0253;0.0252;0.10869999999999999;1.94;0.0;226327000.0;0.99;0.056900000000000006
ELET5;78.75;-38.19;2.1;5.384;0.0;0.861;9.16;35.63;-2.19;42.23;25.02;0.15109999999999998;-0.1411;0.0274;-0.055;1.92;0.0;109290000000.0;0.65;0.07629999999999999
ELEV3;24.3;312.39;3.22;0.688;0.0;0.954;5.75;37.19;-5.18;51.41;51.41;0.018500000000000003;0.0027;0.0301;0.0103;1.47;0.0;489356000.0;1.35;0.0369
ELMD3;31.0;39.74;4.53;3.555;0.0063;1.394;10.24;13.53;-4.49;15.97;11.64;0.2626;0.1144;0.138;0.114;1.76;0.0;983781000.0;1.45;0.5268
ELPL3;49.32;10.37;1.6;0.445;0.0;0.311;-2.19;3.56;-0.55;7.1;4.84;0.1251;0.0429;0.1005;0.1542;0.63;0.0;6086550000.0;1.7;0.0256
ELPL4;15.98;3.36;0.52;0.144;0.0;0.101;-0.71;1.15;-0.18;4.7;3.2;0.1251;0.0429;0.1005;0.1542;0.63;0.0;6086550000.0;1.7;0.0256
ELPL5;30.5;6.42;0.99;0.275;0.0;0.193;-1.35;2.2;-0.34;5.74;3.91;0.1251;0.0429;0.1005;0.1542;0.63;0.0;6086550000.0;1.7;0.0256
ELPL6;30.2;6.35;0.98;0.273;0.0;0.191;-1.34;2.18;-0.34;5.72;3.9;0.1251;0.0429;0.1005;0.1542;0.63;0.0;6086550000.0;1.7;0.0256
ELUM3;36.0;11.12;1.5;0.94;0.0;0.886;2.31;14.76;2.51;10.02;10.02;0.0637;0.08460000000000001;0.094;0.13470000000000001;2.02;0.0;443231000.0;0.08;0.084
ELUM4;47.9;14.79;1.99;1.251;0.0;1.178;3.07;19.64;3.34;14.9;14.9;0.0637;0.08460000000000001;0.094;0.13470000000000001;2.02;0.0;443231000.0;0.08;0.084
EMAE4;42.57;4.97;1.01;2.535;0.0;0.643;2.06;12.85;-89.07;8.81;7.63;0.1972;0.5101;0.06309999999999999;0.2041;7.69;254516.0;1550460000.0;0.0;0.0603
EMBJ3;95.85;40.11;3.72;1.719;0.0079;1.062;6.43;15.83;-7.66;16.44;12.41;0.10859999999999999;0.043;0.0882;0.0928;1.43;357063000.0;19070600000.0;0.64;0.1427
ENAT3;21.64;10.21;1.28;2.588;0.0;0.452;1.3;29.02;-2.52;31.98;4.64;0.0892;0.2534;0.0294;0.1253;3.9;0.0;4487040000.0;1.33;0.16269999999999998
ENBR3;24.08;6.33;1.09;0.718;0.0;0.368;14.72;3.75;-1.1;6.16;4.95;0.1913;0.12300000000000001;0.114;0.17170000000000002;1.09;0.0;12878200000.0;0.98;0.005600000000000001
ENER3;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;0.17170000000000002;0.5001;1.42;0.0;1059940000.0;5.02;0.071
ENER5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;0.17170000000000002;0.5001;1.42;0.0;1059940000.0;5.02;0.071
ENER6;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;0.17170000000000002;0.5001;1.42;0.0;1059940000.0;5.02;0.071
ENEV3;20.76;1181.41;2.03;2.335;0.0;0.739;17.15;11.71;-1.68;16.23;9.25;0.19940000000000002;0.0319;0.07;0.0017000000000000001;1.34;209791000.0;19852600000.0;0.98;0.36810000000000004
ENGI11;47.61;7.27;1.3;0.671;0.0687;0.289;4.32;3.52;-0.59;8.16;6.26;0.1906;0.12;0.09699999999999999;0.17859999999999998;1.39;143840000.0;18484500000.0;2.22;0.0867
ENGI3;12.9;9.84;1.76;0.91;0.0507;0.392;5.85;4.77;-0.8;9.41;7.22;0.1906;0.12;0.09699999999999999;0.17859999999999998;1.39;115251.0;18484500000.0;2.22;0.0867
ENGI4;8.72;6.65;1.19;0.615;0.0751;0.265;3.96;3.23;-0.54;7.86;6.03;0.1906;0.12;0.09699999999999999;0.17859999999999998;1.39;156424.0;18484500000.0;2.22;0.0867
ENJU3;1.05;-10.51;0.71;0.805;0.0;0.493;1.34;-7.51;1.67;-0.2;0.55;-0.10710000000000001;-0.0766;-0.14880000000000002;-0.0674;2.6;571482.0;303794000.0;0.0;0.28800000000000003
ENMT3;50.89;11.14;2.81;1.229;0.1081;0.719;8.53;5.99;-1.45;9.69;8.08;0.205;0.1103;0.1398;0.2522;1.52;29964.7;3965230000.0;2.07;0.0643
ENMT4;50.51;11.06;2.79;1.22;0.10890000000000001;0.714;8.47;5.95;-1.43;9.64;8.04;0.205;0.1103;0.1398;0.2522;1.52;4874.5;3965230000.0;2.07;0.0643
EPAR3;4.03;10.25;1.43;28.078;0.21710000000000002;1.051;8.9;-11.73;-9.52;-11.06;-14.18;-2.3943;2.7393;-0.0955;0.1399;4.12;51873.6;41775000.0;0.0;-0.7503
EPAR4;3.3;8.39;1.17;22.992;0.0;0.861;7.29;-9.6;-7.79;-8.93;-11.45;-2.3943;2.7393;-0.0955;0.1399;4.12;0.0;41775000.0;0.0;-0.7503
EQMA3B;30.99;6.81;1.17;0.759;0.08839999999999999;0.441;8.39;3.7;-1.18;6.03;4.71;0.20550000000000002;0.1115;0.1383;0.1724;1.26;12020.7;4334970000.0;0.95;0.079
EQMA5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4334970000.0;0.0;0.079
EQPA3;6.16;8.26;2.68;1.143;0.1069;0.614;4.46;4.84;-1.75;6.44;5.42;0.23600000000000002;0.13849999999999998;0.18420000000000003;0.3249;1.49;41286.4;5073530000.0;1.96;0.1226
EQPA5;17.0;22.78;7.4;3.155;0.0387;1.696;12.31;13.37;-4.83;14.97;12.59;0.23600000000000002;0.13849999999999998;0.18420000000000003;0.3249;1.49;4909.6;5073530000.0;1.96;0.1226
EQPA6;6.59;8.83;2.87;1.223;0.1;0.657;4.77;5.18;-1.87;6.78;5.71;0.23600000000000002;0.13849999999999998;0.18420000000000003;0.3249;1.49;0.0;5073530000.0;1.96;0.1226
EQPA7;6.85;9.18;2.98;1.271;0.0962;0.683;4.96;5.39;-1.95;6.99;5.88;0.23600000000000002;0.13849999999999998;0.18420000000000003;0.3249;1.49;0.0;5073530000.0;1.96;0.1226
EQTL3;38.89;14.56;1.72;0.955;0.0608;0.388;4.15;4.82;-0.81;9.46;7.56;0.19829999999999998;0.0801;0.096;0.11779999999999999;1.57;296898000.0;28549100000.0;2.19;0.2404
ESCE3;172.0;2.35;0.54;0.179;0.0;0.117;-1.73;1.02;-0.2;4.54;3.54;0.1748;0.076;0.1255;0.2285;0.75;0.0;1880740000.0;1.94;0.028900000000000002
ESPA3;0.98;31.33;0.41;0.33;0.0401;0.157;0.97;2.28;-1.11;6.2;3.94;0.1447;0.0092;0.0781;0.0131;1.52;717619.0;864732000.0;0.98;0.0984
ESTC11;23.5;8.78;0.68;0.392;0.0;0.221;5.85;2.49;-0.52;7.43;3.83;0.1572;0.0444;0.102;0.078;1.18;0.0;3134370000.0;1.69;0.0669
ESTC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.94;2.54;0.1572;0.0444;0.102;0.078;1.18;0.0;3134370000.0;1.69;0.0669
ESTR3;3.01;0.13;-0.12;0.156;0.0;0.062;-0.07;-1.79;-0.06;-12.04;-13.74;-0.087;1.2304000000000002;-0.0388;-0.9695;0.33;32.53;-198430000.0;-0.71;-0.0471
ESTR4;5.19;0.22;-0.21;0.268;0.0;0.108;-0.12;-3.08;-0.1;-13.34;-15.22;-0.087;1.2304000000000002;-0.0388;-0.9695;0.33;442.88;-198430000.0;-0.71;-0.0471
ETER3;4.05;5.32;0.3;0.214;0.0091;0.177;1.01;11.09;4.46;17.49;4.8;0.019299999999999998;0.0403;0.0177;0.0557;1.66;425945.0;845709000.0;0.21;0.0187
ETER4;9.85;12.93;0.72;0.52;0.0;0.43;2.45;26.98;10.85;33.38;9.17;0.019299999999999998;0.0403;0.0177;0.0557;1.66;0.0;845709000.0;0.21;0.0187
EUCA3;20.05;6.28;0.66;0.603;0.051;0.391;1.96;3.55;-9.92;4.52;3.16;0.1696;0.0959;0.126;0.1054;2.16;12620.5;2803900000.0;0.3;0.0706
EUCA4;18.11;5.67;0.6;0.544;0.0621;0.353;1.77;3.21;-8.96;4.17;2.92;0.1696;0.0959;0.126;0.1054;2.16;675045.0;2803900000.0;0.3;0.0706
EVEN3;7.52;8.41;0.76;0.916;0.1018;0.3;0.52;7.2;1.79;8.63;8.46;0.1273;0.1188;0.0509;0.09029999999999999;5.14;8812860.0;1980740000.0;0.56;-0.036699999999999997
EZTC3;14.49;7.48;0.79;2.458;0.0843;0.581;1.67;10.28;3.47;10.7;10.3;0.2391;0.3373;0.0692;0.106;5.66;33177100.0;5132990000.0;0.27;0.14150000000000001
FBMC3;80.0;-3.78;-0.92;3.858;0.0;1.384;-1.79;-2.85;-0.64;-3.31;-3.69;-1.3559;-1.0197;-0.647;0.2419;0.31;0.0;-63552000.0;-0.15;-0.3166
